well_description,image_description,object_description,Intensity_IntegratedIntensity_Alexa568,Intensity_LowerQuartileIntensity_Alexa568,Intensity_MADIntensity_Alexa568,Intensity_MassDisplacement_Alexa568,Intensity_MaxIntensity_Alexa568,Intensity_MeanIntensity_Alexa568,Intensity_MedianIntensity_Alexa568,Intensity_MinIntensity_Alexa568,Intensity_StdIntensity_Alexa568,Intensity_UpperQuartileIntensity_Alexa568
A01,1,1,7.6115417398687,0.00228850624989718,0.00277599692344666,2.01934465362374,0.0501574911177158,0.0102997858455598,0.00439663068391383,0.000342294370057061,0.0121904070937511,0.0135777769610286
A01,1,2,13.1067345899064,0.00405469862744212,0.00557721522636712,0.624993122734807,0.0469647124409676,0.0131991284893317,0.00835462054237723,0.000493803468998522,0.0113750168021259,0.0230686282739043
A01,1,3,9.79995344893541,0.00405854801647365,0.00400784995872527,3.64941224002749,0.0465898923575878,0.0112772766961282,0.00696982210502028,0.000814198749139905,0.0108330087000258,0.0137511703651398
A01,1,4,11.0921428921283,0.00288519798777997,0.00308448704890907,2.34412855548344,0.0537911579012871,0.0109174634765043,0.00550533551722765,0.00051380239892751,0.0129703530274532,0.0105113806203008
A01,1,5,7.30582903779577,0.00187944620847702,0.00183945789467543,3.65563925722102,0.0325078591704369,0.00714157286197045,0.00335901021026075,0.000319905753713101,0.00794122638233201,0.00859112734906375
A01,1,6,10.5797270887415,0.00192856369540095,0.00168756814673543,2.23255487989739,0.0570685900747776,0.00879445310784829,0.0032603454310447,0.000506775861140341,0.01252117990159,0.00755057635251433
A01,1,7,18.6471693118801,0.0100243119522929,0.0324389263987541,0.92175433489325,0.122505240142345,0.0454809007606833,0.0441597551107407,0.000851304910611361,0.0350165762570633,0.0746640264987945
A01,1,8,10.979509392695,0.00361497164703906,0.00409136340022087,4.8384179658104,0.0547990426421166,0.011249497328581,0.00720192026346922,0.00075521768303588,0.0114137893681143,0.0129746655002236
A01,1,9,16.6628866210813,0.00381517189089209,0.00486265250947326,2.56628259042624,0.0525962300598621,0.011611767680196,0.00780713534913957,0.00050062796799466,0.0105380904591662,0.0154608385637403
A01,1,10,3.69139921231545,0.00264528358820826,0.00289882195647806,2.5931159773259,0.035998921841383,0.010457221564633,0.00486163888126612,0.000408991851145402,0.0105690396706879,0.0167699893936515
A01,1,11,7.90216403076192,0.00247017433866858,0.00153808714821935,2.36145475055377,0.0415228120982647,0.00677715611557626,0.00367898307740688,0.000617543584667146,0.0080130657139376,0.00615326641127467
A01,1,12,4.37398210476385,0.00233159819617867,0.00267958187032491,4.53722814079268,0.0363301113247871,0.00808499464836202,0.00454398710280657,0.000616506789810956,0.00854303604742693,0.0092374007217586
A01,1,13,5.97459579462884,0.00237093353644013,0.0013432870618999,5.35849902788834,0.0374641418457031,0.00673573370307648,0.00342188903596252,0.000496791501063854,0.00812328128457895,0.00648092350456864
A01,1,14,7.56119992333697,0.00260280852671713,0.00338129373267293,6.76202982899605,0.0580464974045754,0.0120019046402174,0.0053284983150661,0.000815720646642149,0.0144783633286927,0.0140542672015727
A01,1,15,9.20020064618438,0.00296628882642835,0.00194760621525347,1.50526703696763,0.0426370464265346,0.00828846905061656,0.00471673766151071,0.000659158627968282,0.0095304288542652,0.00731406058184803
A01,1,16,7.31531142388121,0.00319165067048743,0.0034264757996425,0.824023733955196,0.0395511761307716,0.00966355538161323,0.00573764927685261,0.000252935831667855,0.00939044089007278,0.0119745144620538
A01,1,17,10.2818598075537,0.00285303738201037,0.00157724833115935,5.79670422253677,0.0748015269637108,0.00846243605559975,0.00413856538943946,0.000650327769108117,0.0134094058978278,0.00641466118395329
A01,1,18,13.2201430193963,0.00365971669089049,0.00534446351230145,0.984671272657455,0.0569293312728405,0.0126387600567843,0.00847556348890066,0.000485860335174948,0.0122650148457979,0.0156448297202587
A01,1,19,6.92728105236893,0.00226615212159231,0.00239030696684495,2.84185441091113,0.0419519990682602,0.00779221715677044,0.00413559819571674,0.000434499088441953,0.0091376164020244,0.00847102701663971
A01,1,20,7.37669539407943,0.00233949185349047,0.00300084007903934,2.69693604051956,0.0368874594569206,0.0096050721277076,0.00465556746348739,0.00042845620191656,0.00995079856175438,0.0142434313893318
A01,1,21,7.94961732981028,0.00394092733040452,0.00513902469538152,1.27459138220753,0.0400824546813965,0.0116222475582022,0.00835869181901217,0.00093877170002088,0.00996574957650597,0.0157629586756229
A01,1,22,11.5861265413114,0.00339481001719832,0.00365909514948726,4.84117052223406,0.0522760972380638,0.012031284051206,0.00618701544590294,0.000579674495384097,0.0130737424566103,0.0143649426754564
A01,1,23,7.451436794654,0.00357026793062687,0.00491107720881701,3.13816968977797,0.0550690777599812,0.0131187267511514,0.0076046222820878,0.000685069826431572,0.0133477109699829,0.0173638854175806
A01,1,24,7.14308077841997,0.00322718382813036,0.0059761602897197,3.81398827282371,0.0926053076982498,0.0149436836368619,0.00821829494088888,0.000521160138305277,0.0190720354542264,0.0173720046877861
A01,1,25,15.0767390337132,0.00384550052694976,0.00612850801553577,2.52087903381146,0.0870695486664772,0.0187755156086093,0.0087335491552949,0.000191459199413657,0.0224713314081529,0.0238291351124644
A01,1,26,11.4443206221913,0.0027991752140224,0.00213230354711413,2.88975186797811,0.0725196376442909,0.00938059067392729,0.00457596266642213,0.000467707810457796,0.0125397072357664,0.00796110462397337
A01,1,27,14.5539841593127,0.00229576253332198,0.00243743043392897,3.61033659662153,0.0554996244609356,0.00916497743029765,0.00424156151711941,0.000741923286113888,0.0116478357572638,0.00935969408601522
A01,1,28,11.1577950268111,0.00357912556501105,0.00333483249414712,2.75511369578579,0.0495889075100422,0.0117326971890758,0.00620743911713362,0.000321918778354302,0.0128007157016357,0.0135852394159883
A01,1,29,15.983076705772,0.00502781511750072,0.00977629655972123,0.59515499674372,0.0750615075230598,0.0189597588443321,0.0124661629088223,0.000449707731604576,0.0172092346808278,0.030989199411124
A01,1,30,11.0204622114252,0.00174208014504984,0.00114094198215753,4.4033765305746,0.0482390113174915,0.00695297300405374,0.00261617079377174,0.000404444261221215,0.0106718146108132,0.00525505642872304
A01,1,31,9.27538023371017,0.00326928170397878,0.00491111748851836,1.27369733857062,0.0568839870393276,0.0129907286186417,0.00720144715160131,0.000785380485467613,0.0137901618863395,0.0170539757236838
A01,1,32,12.6093844689603,0.00210369774140418,0.0020826606778428,5.04872187887546,0.0541772246360779,0.00951651658034743,0.00369723909534514,0.000476391607662663,0.0126512852272945,0.00964896008372307
A01,1,33,7.92101511871442,0.00390227307798341,0.00350782054010779,2.79966073950015,0.0521047785878182,0.0124348745976679,0.00646576704457402,0.000744556309655309,0.0130111973434943,0.0163742657750845
A01,1,34,12.8188805360405,0.0037962420610711,0.00295002793427557,3.17501942385612,0.0700803101062775,0.0121505976644934,0.00636629434302449,0.000324306631227955,0.0152203226906116,0.0104031288065016
A01,1,35,15.8834390248521,0.003009676001966,0.00441761373076588,1.2655007020019,0.0614791065454483,0.0138478108324779,0.00650630821473897,0.000617084675468504,0.0155611568045723,0.0186697887256742
A01,1,36,5.96518776379526,0.00311487563885748,0.00277014635503292,2.57859208522083,0.0379809811711311,0.00869560898512428,0.00510703213512897,0.000576407066546381,0.00869845986791984,0.0102689052000642
A01,1,37,11.8088678968197,0.00339066516608,0.00486079300753772,3.59804287008129,0.0694036036729813,0.0138277141648943,0.00735750421881676,0.00028650785679929,0.0152653308272028,0.0173440566286445
A01,1,38,6.36167784195277,0.00250939989928156,0.0019919095793739,0.684625819025166,0.0366234704852104,0.00839271483107226,0.0038675032556057,0.000394114060327411,0.00945936859493074,0.0102282832376659
A01,1,39,11.6780565370864,0.0017119322437793,0.0033413355704397,4.49327070303178,0.0553070977330208,0.0107335078465867,0.00470444373786449,0.000269595620920882,0.0135576529693926,0.0123457098379731
A01,1,40,11.5764555886271,0.00284001603722572,0.00449844868853688,1.92754028864359,0.052375178784132,0.0123680081075076,0.0065300059504807,0.00064640463097021,0.0130158396544114,0.0181761030107737
A01,1,41,8.44315012329025,0.00541117764078081,0.00874584796838462,2.62020280854146,0.0564573965966702,0.0165227986757148,0.0129319182597101,0.000873754324857145,0.0135229985929044,0.0250865868292749
A01,1,42,8.13717188726878,0.00219965167343616,0.00248222053050995,2.82017962549499,0.0612372159957886,0.0105952758948812,0.0042024739086628,0.000518442771863192,0.0141231335880489,0.0109428083524108
A01,1,43,11.2058035290684,0.0031324103474617,0.00218054163269699,4.2010601340834,0.0523976534605026,0.00901512753746449,0.00489627360366285,0.000571712851524353,0.0112927759893818,0.00804457813501358
